Wavelength,SSI
350.74,642.7489040681863
350.741,639.8844263740003
350.74199999999996,638.2023873126662
350.743,637.700449081471
350.744,638.3710188169026
350.745,640.2015283317269
350.746,643.1745739835251
350.747,647.2682463648212
350.748,652.4563401058889
350.749,658.7086136306083
350.75,665.9910489123237
350.751,674.2661212203097
350.752,683.4930089225794
350.75300000000004,693.6278632323504
350.754,704.6240379920733
350.755,716.432259513799
350.756,729.0008963256455
350.757,742.2760790591169
350.75800000000004,756.2019302331304
350.759,770.7207440849947
350.76,785.7730864765083
350.76099999999997,801.2980646404267
350.762,817.2333771335113
350.76300000000003,833.5155935736071
350.764,850.0802345645213
350.765,866.8620314518797
350.76599999999996,883.7950961634957
350.767,900.8131509933972
350.76800000000003,917.849738404634
350.769,934.8385207475745
350.77,951.7135300251531
350.771,968.4094676111662
350.772,984.8620339403988
350.773,1001.0082382175302
350.774,1016.7867480884815
350.775,1032.1382692835891
350.776,1047.0058553265128
350.77700000000004,1061.3352671961916
350.778,1075.075382941847
350.779,1088.1784374576223
350.78,1100.600402125758
350.781,1112.3012745442772
350.78200000000004,1123.245328292234
350.783,1133.4013626949597
350.784,1142.7429226174809
350.78499999999997,1151.248458314277
350.786,1158.9014852790392
350.78700000000003,1165.6906941413783
350.788,1171.6100006198753
350.789,1176.6585954751288
350.78999999999996,1180.8410044534173
350.791,1184.1669783899868
350.79200000000003,1186.6514932090545
350.793,1188.3146899801468
350.794,1189.181675105903
350.795,1189.2824503878057
350.796,1188.6517132139825
350.797,1187.3286167845702
350.798,1185.3565503182958
350.799,1182.7828693060112
350.8,1179.6585358487355
350.80100000000004,1176.0377789769207
350.802,1171.9777449791052
350.803,1167.537987880808
350.804,1162.7800598295273
350.805,1157.766991583022
350.80600000000004,1152.562753016381
350.807,1147.2317036384798
350.808,1141.8380231272135
350.80899999999997,1136.4450719304693
350.81,1131.1148317919683
350.81100000000004,1125.9072763428462
350.812,1120.8797716650581
350.813,1116.0864968360067
350.81399999999996,1111.5778844543875
350.815,1107.400071156646
350.81600000000003,1103.5944580301427
350.817,1100.197251045098
350.818,1097.2390914020275
350.819,1094.7447358322238
350.82,1092.7328567855607
350.821,1091.2158326276851
350.822,1090.1996876963567
350.823,1089.6841122826695
350.824,1089.6625025934898
350.82500000000005,1090.1221405824351
350.826,1091.0444337245106
